period,period_roc,period_date,material,item_name,unit,region,region_group,region_level,price_basis,source_dataset,price,price_min,price_max,source_file
103-02,10302,2014-02-01,H型鋼,"產品,結構用鋼材,熱軋型鋼,H型鋼,(H800×B300,t1=14mm,t2=26mm)",,台東,東,region,exact,價格趨勢PDF,25625.0,,,H型鋼價格趨勢1030217.pdf
103-02,10302,2014-02-01,H型鋼,"產品,結構用鋼材,熱軋型鋼,H型鋼,(H800×B300,t1=14mm,t2=26mm)",,花蓮,東,region,exact,價格趨勢PDF,25625.0,,,H型鋼價格趨勢1030217.pdf
103-02,10302,2014-02-01,瀝青混凝土,"產品,再生瀝青混凝土鋪面,(密級配,30%回收料),粗粒料19.0mm,針入度85~100,拌合廠交貨",,中區,中,region,exact,價格趨勢PDF,2300.0,,,瀝青混凝土價格趨勢1030217.pdf
103-02,10302,2014-02-01,瀝青混凝土,"產品,再生瀝青混凝土鋪面,(密級配,30%回收料),粗粒料19.0mm,針入度85~100,拌合廠交貨",,北區,北,region,exact,價格趨勢PDF,2280.0,,,瀝青混凝土價格趨勢1030217.pdf
103-02,10302,2014-02-01,瀝青混凝土,"產品,再生瀝青混凝土鋪面,(密級配,30%回收料),粗粒料19.0mm,針入度85~100,拌合廠交貨",,南區,南,region,exact,價格趨勢PDF,2030.0,,,瀝青混凝土價格趨勢1030217.pdf
103-02,10302,2014-02-01,瀝青混凝土,"產品,再生瀝青混凝土鋪面,(密級配,30%回收料),粗粒料19.0mm,針入度85~100,拌合廠交貨",,台東,東,region,exact,價格趨勢PDF,2220.0,,,瀝青混凝土價格趨勢1030217.pdf
103-02,10302,2014-02-01,瀝青混凝土,"產品,再生瀝青混凝土鋪面,(密級配,30%回收料),粗粒料19.0mm,針入度85~100,拌合廠交貨",,花蓮,東,region,exact,價格趨勢PDF,2770.0,,,瀝青混凝土價格趨勢1030217.pdf
103-02,10302,2014-02-01,瀝青混凝土,"產品,再生瀝青混凝土鋪面,(密級配,30%回收料),粗粒料25.0mm,針入度85~100,拌合廠交貨",,中區,中,region,exact,價格趨勢PDF,2150.0,,,瀝青混凝土價格趨勢1030217.pdf
103-02,10302,2014-02-01,瀝青混凝土,"產品,再生瀝青混凝土鋪面,(密級配,30%回收料),粗粒料25.0mm,針入度85~100,拌合廠交貨",,北區,北,region,exact,價格趨勢PDF,2210.0,,,瀝青混凝土價格趨勢1030217.pdf
103-02,10302,2014-02-01,瀝青混凝土,"產品,再生瀝青混凝土鋪面,(密級配,30%回收料),粗粒料25.0mm,針入度85~100,拌合廠交貨",,南區,南,region,exact,價格趨勢PDF,1990.0,,,瀝青混凝土價格趨勢1030217.pdf
103-02,10302,2014-02-01,瀝青混凝土,"產品,再生瀝青混凝土鋪面,(密級配,30%回收料),粗粒料25.0mm,針入度85~100,拌合廠交貨",,台東,東,region,exact,價格趨勢PDF,2140.0,,,瀝青混凝土價格趨勢1030217.pdf
103-02,10302,2014-02-01,瀝青混凝土,"產品,再生瀝青混凝土鋪面,(密級配,30%回收料),粗粒料25.0mm,針入度85~100,拌合廠交貨",,花蓮,東,region,exact,價格趨勢PDF,2690.0,,,瀝青混凝土價格趨勢1030217.pdf
103-02,10302,2014-02-01,瀝青混凝土,"產品,柔性鋪面,柏油鋪面,針入度60~70",,中區,中,region,exact,價格趨勢PDF,25000.0,,,瀝青混凝土價格趨勢1030217.pdf
103-02,10302,2014-02-01,瀝青混凝土,"產品,柔性鋪面,柏油鋪面,針入度60~70",,北區,北,region,exact,價格趨勢PDF,25000.0,,,瀝青混凝土價格趨勢1030217.pdf
103-02,10302,2014-02-01,瀝青混凝土,"產品,柔性鋪面,柏油鋪面,針入度60~70",,南區,南,region,exact,價格趨勢PDF,25000.0,,,瀝青混凝土價格趨勢1030217.pdf
103-02,10302,2014-02-01,瀝青混凝土,"產品,柔性鋪面,柏油鋪面,針入度60~70",,台東,東,region,exact,價格趨勢PDF,25000.0,,,瀝青混凝土價格趨勢1030217.pdf
103-02,10302,2014-02-01,瀝青混凝土,"產品,柔性鋪面,柏油鋪面,針入度60~70",,花蓮,東,region,exact,價格趨勢PDF,25000.0,,,瀝青混凝土價格趨勢1030217.pdf
103-02,10302,2014-02-01,瀝青混凝土,"產品,柔性鋪面,柏油鋪面,針入度85~100",,中區,中,region,exact,價格趨勢PDF,24700.0,,,瀝青混凝土價格趨勢1030217.pdf
103-02,10302,2014-02-01,瀝青混凝土,"產品,柔性鋪面,柏油鋪面,針入度85~100",,北區,北,region,exact,價格趨勢PDF,24700.0,,,瀝青混凝土價格趨勢1030217.pdf
103-02,10302,2014-02-01,瀝青混凝土,"產品,柔性鋪面,柏油鋪面,針入度85~100",,南區,南,region,exact,價格趨勢PDF,24700.0,,,瀝青混凝土價格趨勢1030217.pdf
103-02,10302,2014-02-01,瀝青混凝土,"產品,柔性鋪面,柏油鋪面,針入度85~100",,台東,東,region,exact,價格趨勢PDF,24700.0,,,瀝青混凝土價格趨勢1030217.pdf
103-02,10302,2014-02-01,瀝青混凝土,"產品,柔性鋪面,柏油鋪面,針入度85~100",,花蓮,東,region,exact,價格趨勢PDF,24700.0,,,瀝青混凝土價格趨勢1030217.pdf
103-02,10302,2014-02-01,瀝青混凝土,"產品,瀝青混凝土鋪面,(第1類型,底層粗級配),粗粒料19mm,拌合廠交貨",,中區,中,region,exact,價格趨勢PDF,2600.0,,,瀝青混凝土價格趨勢1030217.pdf
103-02,10302,2014-02-01,瀝青混凝土,"產品,瀝青混凝土鋪面,(第1類型,底層粗級配),粗粒料19mm,拌合廠交貨",,北區,北,region,exact,價格趨勢PDF,3020.0,,,瀝青混凝土價格趨勢1030217.pdf
103-02,10302,2014-02-01,瀝青混凝土,"產品,瀝青混凝土鋪面,(第1類型,底層粗級配),粗粒料19mm,拌合廠交貨",,南區,南,region,exact,價格趨勢PDF,2420.0,,,瀝青混凝土價格趨勢1030217.pdf
103-02,10302,2014-02-01,瀝青混凝土,"產品,瀝青混凝土鋪面,(第1類型,底層粗級配),粗粒料19mm,拌合廠交貨",,台東,東,region,exact,價格趨勢PDF,2500.0,,,瀝青混凝土價格趨勢1030217.pdf
103-02,10302,2014-02-01,瀝青混凝土,"產品,瀝青混凝土鋪面,(第1類型,底層粗級配),粗粒料19mm,拌合廠交貨",,花蓮,東,region,exact,價格趨勢PDF,3050.0,,,瀝青混凝土價格趨勢1030217.pdf
103-02,10302,2014-02-01,瀝青混凝土,"產品,瀝青混凝土鋪面,(第2類型,底層粗級配),粗粒料25mm,拌合廠交貨",,中區,中,region,exact,價格趨勢PDF,2450.0,,,瀝青混凝土價格趨勢1030217.pdf
103-02,10302,2014-02-01,瀝青混凝土,"產品,瀝青混凝土鋪面,(第2類型,底層粗級配),粗粒料25mm,拌合廠交貨",,北區,北,region,exact,價格趨勢PDF,2910.0,,,瀝青混凝土價格趨勢1030217.pdf
103-02,10302,2014-02-01,瀝青混凝土,"產品,瀝青混凝土鋪面,(第2類型,底層粗級配),粗粒料25mm,拌合廠交貨",,南區,南,region,exact,價格趨勢PDF,2370.0,,,瀝青混凝土價格趨勢1030217.pdf
103-02,10302,2014-02-01,瀝青混凝土,"產品,瀝青混凝土鋪面,(第2類型,底層粗級配),粗粒料25mm,拌合廠交貨",,台東,東,region,exact,價格趨勢PDF,2260.0,,,瀝青混凝土價格趨勢1030217.pdf
103-02,10302,2014-02-01,瀝青混凝土,"產品,瀝青混凝土鋪面,(第2類型,底層粗級配),粗粒料25mm,拌合廠交貨",,花蓮,東,region,exact,價格趨勢PDF,2810.0,,,瀝青混凝土價格趨勢1030217.pdf
103-02,10302,2014-02-01,砂石,"產品,粒料、粗粒料,25~4.75mm,砂石廠交貨",,中區,中,region,exact,價格趨勢PDF,530.0,,,砂石價格趨勢1030217.pdf
103-02,10302,2014-02-01,砂石,"產品,粒料、粗粒料,25~4.75mm,砂石廠交貨",,北區,北,region,exact,價格趨勢PDF,500.0,,,砂石價格趨勢1030217.pdf
103-02,10302,2014-02-01,砂石,"產品,粒料、粗粒料,25~4.75mm,砂石廠交貨",,南區,南,region,exact,價格趨勢PDF,530.0,,,砂石價格趨勢1030217.pdf
103-02,10302,2014-02-01,砂石,"產品,粒料、粗粒料,25~4.75mm,砂石廠交貨",,東區,東,region,exact,價格趨勢PDF,390.0,,,砂石價格趨勢1030217.pdf
103-02,10302,2014-02-01,砂石,"產品,粒料、粗粒料,25~4.75mm,砂石廠交貨",,花蓮,東,region,exact,價格趨勢PDF,390.0,,,砂石價格趨勢1030217.pdf
103-02,10302,2014-02-01,砂石,"產品,粒料、細粒料,(粗砂,拌合用),砂石廠交貨",,中區,中,region,exact,價格趨勢PDF,630.0,,,砂石價格趨勢1030217.pdf
103-02,10302,2014-02-01,砂石,"產品,粒料、細粒料,(粗砂,拌合用),砂石廠交貨",,北區,北,region,exact,價格趨勢PDF,590.0,,,砂石價格趨勢1030217.pdf
103-02,10302,2014-02-01,砂石,"產品,粒料、細粒料,(粗砂,拌合用),砂石廠交貨",,南區,南,region,exact,價格趨勢PDF,560.0,,,砂石價格趨勢1030217.pdf
103-02,10302,2014-02-01,砂石,"產品,粒料、細粒料,(粗砂,拌合用),砂石廠交貨",,東區,東,region,exact,價格趨勢PDF,410.0,,,砂石價格趨勢1030217.pdf
103-02,10302,2014-02-01,砂石,"產品,粒料、細粒料,(粗砂,拌合用),砂石廠交貨",,花蓮,東,region,exact,價格趨勢PDF,410.0,,,砂石價格趨勢1030217.pdf
103-02,10302,2014-02-01,鋼板,"產品,結構用鋼材,一般結構用軋鋼料,A36,25mm<T≦38mm",,中區,中,region,exact,價格趨勢PDF,20300.0,,,鋼板價格趨勢1030217.pdf
103-02,10302,2014-02-01,鋼板,"產品,結構用鋼材,一般結構用軋鋼料,A36,25mm<T≦38mm",,北區,北,region,exact,價格趨勢PDF,20300.0,,,鋼板價格趨勢1030217.pdf
103-02,10302,2014-02-01,鋼板,"產品,結構用鋼材,一般結構用軋鋼料,A36,25mm<T≦38mm",,南區,南,region,exact,價格趨勢PDF,20300.0,,,鋼板價格趨勢1030217.pdf
103-02,10302,2014-02-01,鋼板,"產品,結構用鋼材,一般結構用軋鋼料,A36,25mm<T≦38mm",,台東,東,region,exact,價格趨勢PDF,20300.0,,,鋼板價格趨勢1030217.pdf
103-02,10302,2014-02-01,鋼板,"產品,結構用鋼材,一般結構用軋鋼料,A36,25mm<T≦38mm",,花蓮,東,region,exact,價格趨勢PDF,20300.0,,,鋼板價格趨勢1030217.pdf
103-02,10302,2014-02-01,鋼板,"產品,結構用鋼材,一般結構用軋鋼料,A572Gr.50,25mm<T≦38mm",,中區,中,region,exact,價格趨勢PDF,22700.0,,,鋼板價格趨勢1030217.pdf
103-02,10302,2014-02-01,鋼板,"產品,結構用鋼材,一般結構用軋鋼料,A572Gr.50,25mm<T≦38mm",,北區,北,region,exact,價格趨勢PDF,22700.0,,,鋼板價格趨勢1030217.pdf
103-02,10302,2014-02-01,鋼板,"產品,結構用鋼材,一般結構用軋鋼料,A572Gr.50,25mm<T≦38mm",,南區,南,region,exact,價格趨勢PDF,22700.0,,,鋼板價格趨勢1030217.pdf
103-02,10302,2014-02-01,鋼板,"產品,結構用鋼材,一般結構用軋鋼料,A572Gr.50,25mm<T≦38mm",,台東,東,region,exact,價格趨勢PDF,22700.0,,,鋼板價格趨勢1030217.pdf
103-02,10302,2014-02-01,鋼板,"產品,結構用鋼材,一般結構用軋鋼料,A572Gr.50,25mm<T≦38mm",,花蓮,東,region,exact,價格趨勢PDF,22700.0,,,鋼板價格趨勢1030217.pdf
103-02,10302,2014-02-01,鋼板,"產品,結構用鋼材,銲接結構用軋鋼料,SM490A,25mm<T≦38mm",,中區,中,region,exact,價格趨勢PDF,22700.0,,,鋼板價格趨勢1030217.pdf
103-02,10302,2014-02-01,鋼板,"產品,結構用鋼材,銲接結構用軋鋼料,SM490A,25mm<T≦38mm",,北區,北,region,exact,價格趨勢PDF,22700.0,,,鋼板價格趨勢1030217.pdf
103-02,10302,2014-02-01,鋼板,"產品,結構用鋼材,銲接結構用軋鋼料,SM490A,25mm<T≦38mm",,南區,南,region,exact,價格趨勢PDF,22700.0,,,鋼板價格趨勢1030217.pdf
103-02,10302,2014-02-01,鋼板,"產品,結構用鋼材,銲接結構用軋鋼料,SM490A,25mm<T≦38mm",,台東,東,region,exact,價格趨勢PDF,22700.0,,,鋼板價格趨勢1030217.pdf
103-02,10302,2014-02-01,鋼板,"產品,結構用鋼材,銲接結構用軋鋼料,SM490A,25mm<T≦38mm",,花蓮,東,region,exact,價格趨勢PDF,22700.0,,,鋼板價格趨勢1030217.pdf
103-02,10302,2014-02-01,鋼筋,"產品,鋼筋,SD280,熱軋,D10mm,工地交貨",,中區,中,region,exact,價格趨勢PDF,18512.5,,,鋼筋價格趨勢1030217.pdf
103-02,10302,2014-02-01,鋼筋,"產品,鋼筋,SD280,熱軋,D10mm,工地交貨",,北區,北,region,exact,價格趨勢PDF,18712.5,,,鋼筋價格趨勢1030217.pdf
103-02,10302,2014-02-01,鋼筋,"產品,鋼筋,SD280,熱軋,D10mm,工地交貨",,南區,南,region,exact,價格趨勢PDF,18212.5,,,鋼筋價格趨勢1030217.pdf
103-02,10302,2014-02-01,鋼筋,"產品,鋼筋,SD280,熱軋,D10mm,工地交貨",,台東,東,region,exact,價格趨勢PDF,18812.5,,,鋼筋價格趨勢1030217.pdf
103-02,10302,2014-02-01,鋼筋,"產品,鋼筋,SD280,熱軋,D10mm,工地交貨",,花蓮,東,region,exact,價格趨勢PDF,18812.5,,,鋼筋價格趨勢1030217.pdf
103-02,10302,2014-02-01,鋼筋,"產品,鋼筋,SD420,熱軋,D29mm,工地交貨",,中區,中,region,exact,價格趨勢PDF,19512.5,,,鋼筋價格趨勢1030217.pdf
103-02,10302,2014-02-01,鋼筋,"產品,鋼筋,SD420,熱軋,D29mm,工地交貨",,北區,北,region,exact,價格趨勢PDF,19712.5,,,鋼筋價格趨勢1030217.pdf
103-02,10302,2014-02-01,鋼筋,"產品,鋼筋,SD420,熱軋,D29mm,工地交貨",,南區,南,region,exact,價格趨勢PDF,19212.5,,,鋼筋價格趨勢1030217.pdf
103-02,10302,2014-02-01,鋼筋,"產品,鋼筋,SD420,熱軋,D29mm,工地交貨",,台東,東,region,exact,價格趨勢PDF,19812.5,,,鋼筋價格趨勢1030217.pdf
103-02,10302,2014-02-01,鋼筋,"產品,鋼筋,SD420,熱軋,D29mm,工地交貨",,花蓮,東,region,exact,價格趨勢PDF,19812.5,,,鋼筋價格趨勢1030217.pdf
103-02,10302,2014-02-01,鋼筋,"產品,鋼筋,SD420,熱軋,D36mm,工地交貨",,中區,中,region,exact,價格趨勢PDF,19712.5,,,鋼筋價格趨勢1030217.pdf
103-02,10302,2014-02-01,鋼筋,"產品,鋼筋,SD420,熱軋,D36mm,工地交貨",,北區,北,region,exact,價格趨勢PDF,19912.5,,,鋼筋價格趨勢1030217.pdf
103-02,10302,2014-02-01,鋼筋,"產品,鋼筋,SD420,熱軋,D36mm,工地交貨",,南區,南,region,exact,價格趨勢PDF,19412.5,,,鋼筋價格趨勢1030217.pdf
103-02,10302,2014-02-01,鋼筋,"產品,鋼筋,SD420,熱軋,D36mm,工地交貨",,台東,東,region,exact,價格趨勢PDF,20012.5,,,鋼筋價格趨勢1030217.pdf
103-02,10302,2014-02-01,鋼筋,"產品,鋼筋,SD420,熱軋,D36mm,工地交貨",,花蓮,東,region,exact,價格趨勢PDF,20012.5,,,鋼筋價格趨勢1030217.pdf
103-02,10302,2014-02-01,預拌混凝土,"產品,控制性低強度回填材料,混凝土用粒料,90kgf/cm2",,中區,中,region,exact,價格趨勢PDF,1390.0,,,預拌混凝土價格趨勢1030217.pdf
103-02,10302,2014-02-01,預拌混凝土,"產品,控制性低強度回填材料,混凝土用粒料,90kgf/cm2",,北區,北,region,exact,價格趨勢PDF,2200.0,,,預拌混凝土價格趨勢1030217.pdf
103-02,10302,2014-02-01,預拌混凝土,"產品,預拌混凝土材料費,140kgf/cm2,第1型水泥,工地交貨",,中區,中,region,exact,價格趨勢PDF,1790.0,,,預拌混凝土價格趨勢1030217.pdf
103-02,10302,2014-02-01,預拌混凝土,"產品,預拌混凝土材料費,140kgf/cm2,第1型水泥,工地交貨",,北區,北,region,exact,價格趨勢PDF,1820.0,,,預拌混凝土價格趨勢1030217.pdf
103-02,10302,2014-02-01,預拌混凝土,"產品,預拌混凝土材料費,175kgf/cm2,第1型水泥,工地交貨",,中區,中,region,exact,價格趨勢PDF,1890.0,,,預拌混凝土價格趨勢1030217.pdf
103-02,10302,2014-02-01,預拌混凝土,"產品,預拌混凝土材料費,175kgf/cm2,第1型水泥,工地交貨",,北區,北,region,exact,價格趨勢PDF,1920.0,,,預拌混凝土價格趨勢1030217.pdf
103-02,10302,2014-02-01,預拌混凝土,"產品,預拌混凝土材料費,210kgf/cm2,第1型水泥,工地交貨",,中區,中,region,exact,價格趨勢PDF,1990.0,,,預拌混凝土價格趨勢1030217.pdf
103-02,10302,2014-02-01,預拌混凝土,"產品,預拌混凝土材料費,210kgf/cm2,第1型水泥,工地交貨",,北區,北,region,exact,價格趨勢PDF,2010.0,,,預拌混凝土價格趨勢1030217.pdf
103-02,10302,2014-02-01,預拌混凝土,"產品,預拌混凝土材料費,245kgf/cm2,第1型水泥,工地交貨",,中區,中,region,exact,價格趨勢PDF,2090.0,,,預拌混凝土價格趨勢1030217.pdf
103-02,10302,2014-02-01,預拌混凝土,"產品,預拌混凝土材料費,245kgf/cm2,第1型水泥,工地交貨",,北區,北,region,exact,價格趨勢PDF,2110.0,,,預拌混凝土價格趨勢1030217.pdf
103-02,10302,2014-02-01,預拌混凝土,"產品,預拌混凝土材料費,280kgf/cm2,第1型水泥,工地交貨",,中區,中,region,exact,價格趨勢PDF,2190.0,,,預拌混凝土價格趨勢1030217.pdf
103-02,10302,2014-02-01,預拌混凝土,"產品,預拌混凝土材料費,280kgf/cm2,第1型水泥,工地交貨",,北區,北,region,exact,價格趨勢PDF,2210.0,,,預拌混凝土價格趨勢1030217.pdf
103-02,10302,2014-02-01,預拌混凝土,"產品,預拌混凝土材料費,315kgf/cm2,第1型水泥,工地交貨",,中區,中,region,exact,價格趨勢PDF,2290.0,,,預拌混凝土價格趨勢1030217.pdf
103-02,10302,2014-02-01,預拌混凝土,"產品,預拌混凝土材料費,315kgf/cm2,第1型水泥,工地交貨",,北區,北,region,exact,價格趨勢PDF,2310.0,,,預拌混凝土價格趨勢1030217.pdf
103-02,10302,2014-02-01,預拌混凝土,"產品,預拌混凝土材料費,350kgf/cm2,第1型水泥,工地交貨",,中區,中,region,exact,價格趨勢PDF,2390.0,,,預拌混凝土價格趨勢1030217.pdf
103-02,10302,2014-02-01,預拌混凝土,"產品,預拌混凝土材料費,350kgf/cm2,第1型水泥,工地交貨",,北區,北,region,exact,價格趨勢PDF,2410.0,,,預拌混凝土價格趨勢1030217.pdf
103-02,10302,2014-02-01,預拌混凝土,"產品,預拌混凝土材料費,420kgf/cm2,第1型水泥,工地交貨",,中區,中,region,exact,價格趨勢PDF,2490.0,,,預拌混凝土價格趨勢1030217.pdf
103-02,10302,2014-02-01,預拌混凝土,"產品,預拌混凝土材料費,420kgf/cm2,第1型水泥,工地交貨",,北區,北,region,exact,價格趨勢PDF,2510.0,,,預拌混凝土價格趨勢1030217.pdf
103-03,10303,2014-03-01,H型鋼,"產品,結構用鋼材,熱軋型鋼,H型鋼,(H400×B400,t1=13mm,t2=21mm)",,中區,中,region,exact,價格趨勢PDF,25200.0,,,H型鋼價格趨勢1030317.pdf
103-03,10303,2014-03-01,H型鋼,"產品,結構用鋼材,熱軋型鋼,H型鋼,(H400×B400,t1=13mm,t2=21mm)",,北區,北,region,exact,價格趨勢PDF,25200.0,,,H型鋼價格趨勢1030317.pdf
103-03,10303,2014-03-01,H型鋼,"產品,結構用鋼材,熱軋型鋼,H型鋼,(H400×B400,t1=13mm,t2=21mm)",,南區,南,region,exact,價格趨勢PDF,25200.0,,,H型鋼價格趨勢1030317.pdf
103-03,10303,2014-03-01,H型鋼,"產品,結構用鋼材,熱軋型鋼,H型鋼,(H400×B400,t1=13mm,t2=21mm)",,台東,東,region,exact,價格趨勢PDF,25200.0,,,H型鋼價格趨勢1030317.pdf
103-03,10303,2014-03-01,H型鋼,"產品,結構用鋼材,熱軋型鋼,H型鋼,(H400×B400,t1=13mm,t2=21mm)",,花蓮,東,region,exact,價格趨勢PDF,25200.0,,,H型鋼價格趨勢1030317.pdf
103-03,10303,2014-03-01,H型鋼,"產品,結構用鋼材,熱軋型鋼,H型鋼,(H700×B300,t1=13mm,t2=24mm",,中區,中,region,exact,價格趨勢PDF,25300.0,,,H型鋼價格趨勢1030317.pdf
103-03,10303,2014-03-01,H型鋼,"產品,結構用鋼材,熱軋型鋼,H型鋼,(H700×B300,t1=13mm,t2=24mm",,北區,北,region,exact,價格趨勢PDF,25300.0,,,H型鋼價格趨勢1030317.pdf
103-03,10303,2014-03-01,H型鋼,"產品,結構用鋼材,熱軋型鋼,H型鋼,(H700×B300,t1=13mm,t2=24mm",,南區,南,region,exact,價格趨勢PDF,25300.0,,,H型鋼價格趨勢1030317.pdf
103-03,10303,2014-03-01,H型鋼,"產品,結構用鋼材,熱軋型鋼,H型鋼,(H700×B300,t1=13mm,t2=24mm",,台東,東,region,exact,價格趨勢PDF,25300.0,,,H型鋼價格趨勢1030317.pdf
103-03,10303,2014-03-01,H型鋼,"產品,結構用鋼材,熱軋型鋼,H型鋼,(H700×B300,t1=13mm,t2=24mm",,花蓮,東,region,exact,價格趨勢PDF,25300.0,,,H型鋼價格趨勢1030317.pdf
103-03,10303,2014-03-01,H型鋼,"產品,結構用鋼材,熱軋型鋼,H型鋼,(H800×B300,t1=14mm,t2=26mm)",,中區,中,region,exact,價格趨勢PDF,25500.0,,,H型鋼價格趨勢1030317.pdf
103-03,10303,2014-03-01,H型鋼,"產品,結構用鋼材,熱軋型鋼,H型鋼,(H800×B300,t1=14mm,t2=26mm)",,北區,北,region,exact,價格趨勢PDF,25500.0,,,H型鋼價格趨勢1030317.pdf
103-03,10303,2014-03-01,H型鋼,"產品,結構用鋼材,熱軋型鋼,H型鋼,(H800×B300,t1=14mm,t2=26mm)",,南區,南,region,exact,價格趨勢PDF,25500.0,,,H型鋼價格趨勢1030317.pdf
103-03,10303,2014-03-01,H型鋼,"產品,結構用鋼材,熱軋型鋼,H型鋼,(H800×B300,t1=14mm,t2=26mm)",,台東,東,region,exact,價格趨勢PDF,25500.0,,,H型鋼價格趨勢1030317.pdf
103-03,10303,2014-03-01,H型鋼,"產品,結構用鋼材,熱軋型鋼,H型鋼,(H800×B300,t1=14mm,t2=26mm)",,花蓮,東,region,exact,價格趨勢PDF,25500.0,,,H型鋼價格趨勢1030317.pdf
103-03,10303,2014-03-01,瀝青混凝土,"產品,再生瀝青混凝土鋪面,(密級配,30%回收料),粗粒料19.0mm,針入度85~100,拌合廠交貨",,中區,中,region,exact,價格趨勢PDF,2300.0,,,瀝青混凝土價格趨勢1030317.pdf
103-03,10303,2014-03-01,瀝青混凝土,"產品,再生瀝青混凝土鋪面,(密級配,30%回收料),粗粒料19.0mm,針入度85~100,拌合廠交貨",,北區,北,region,exact,價格趨勢PDF,2280.0,,,瀝青混凝土價格趨勢1030317.pdf
103-03,10303,2014-03-01,瀝青混凝土,"產品,再生瀝青混凝土鋪面,(密級配,30%回收料),粗粒料19.0mm,針入度85~100,拌合廠交貨",,南區,南,region,exact,價格趨勢PDF,2030.0,,,瀝青混凝土價格趨勢1030317.pdf
103-03,10303,2014-03-01,瀝青混凝土,"產品,再生瀝青混凝土鋪面,(密級配,30%回收料),粗粒料19.0mm,針入度85~100,拌合廠交貨",,台東,東,region,exact,價格趨勢PDF,2220.0,,,瀝青混凝土價格趨勢1030317.pdf
103-03,10303,2014-03-01,瀝青混凝土,"產品,再生瀝青混凝土鋪面,(密級配,30%回收料),粗粒料19.0mm,針入度85~100,拌合廠交貨",,花蓮,東,region,exact,價格趨勢PDF,2770.0,,,瀝青混凝土價格趨勢1030317.pdf
103-03,10303,2014-03-01,瀝青混凝土,"產品,再生瀝青混凝土鋪面,(密級配,30%回收料),粗粒料25.0mm,針入度85~100,拌合廠交貨",,中區,中,region,exact,價格趨勢PDF,2150.0,,,瀝青混凝土價格趨勢1030317.pdf
103-03,10303,2014-03-01,瀝青混凝土,"產品,再生瀝青混凝土鋪面,(密級配,30%回收料),粗粒料25.0mm,針入度85~100,拌合廠交貨",,北區,北,region,exact,價格趨勢PDF,2210.0,,,瀝青混凝土價格趨勢1030317.pdf
103-03,10303,2014-03-01,瀝青混凝土,"產品,再生瀝青混凝土鋪面,(密級配,30%回收料),粗粒料25.0mm,針入度85~100,拌合廠交貨",,南區,南,region,exact,價格趨勢PDF,1990.0,,,瀝青混凝土價格趨勢1030317.pdf
103-03,10303,2014-03-01,瀝青混凝土,"產品,再生瀝青混凝土鋪面,(密級配,30%回收料),粗粒料25.0mm,針入度85~100,拌合廠交貨",,台東,東,region,exact,價格趨勢PDF,2140.0,,,瀝青混凝土價格趨勢1030317.pdf
103-03,10303,2014-03-01,瀝青混凝土,"產品,再生瀝青混凝土鋪面,(密級配,30%回收料),粗粒料25.0mm,針入度85~100,拌合廠交貨",,花蓮,東,region,exact,價格趨勢PDF,2690.0,,,瀝青混凝土價格趨勢1030317.pdf
103-03,10303,2014-03-01,瀝青混凝土,"產品,柔性鋪面,柏油鋪面,針入度60~70",,中區,中,region,exact,價格趨勢PDF,25000.0,,,瀝青混凝土價格趨勢1030317.pdf
103-03,10303,2014-03-01,瀝青混凝土,"產品,柔性鋪面,柏油鋪面,針入度60~70",,北區,北,region,exact,價格趨勢PDF,25000.0,,,瀝青混凝土價格趨勢1030317.pdf
